Rank,RankOpponent,eventResults,eventScore,sets,playerGames,opponentGames
363,997.0,W,6-3 6-1,2.0,12.0,4.0
363,829.0,W,6-2 6-4,2.0,12.0,6.0
363,332.0,W,6-4 4-6 6-4,3.0,16.0,14.0
363,328.0,L,6-4 1-6 5-7,3.0,12.0,17.0
365,1157.0,W,6-3 6-1,2.0,12.0,4.0
365,588.0,W,6-2 6-1,2.0,12.0,3.0
365,481.0,W,6-0 6-2,2.0,12.0,2.0
365,215.0,W,7-5 6-0,2.0,13.0,5.0
365,587.0,W,6-4 6-0,2.0,12.0,4.0
365,1453.0,W,6-0 6-0,2.0,12.0,0.0
365,377.0,W,6-1 6-0,2.0,12.0,1.0
365,,W,6-1 6-4,2.0,12.0,5.0
365,422.0,W,6-1 6-0,2.0,12.0,1.0
365,138.0,W,6-3 6-7 6-4,3.0,18.0,14.0
365,79.0,L,0-6 5-7,2.0,5.0,13.0
366,833.0,W,6-3 4-6 6-3,3.0,16.0,12.0
366,880.0,W,6-3 1-6 7-6,3.0,14.0,15.0
366,1493.0,,,,0.0,0.0
366,,W,6-1 6-0,2.0,12.0,1.0
366,1304.0,W,6-2 3-6 7-5,3.0,16.0,13.0
366,503.0,L,1-6 2-6,2.0,3.0,12.0
366,1225.0,W,6-1 6-1,2.0,12.0,2.0
366,630.0,W,6-1 0-6 6-0,3.0,12.0,7.0
366,427.0,L,6-4 3-6 5-7,3.0,14.0,17.0
366,1031.0,W,7-6 6-4,2.0,13.0,10.0
366,427.0,L,5-7 2-6,2.0,7.0,13.0
366,1299.0,W,6-4 6-2,2.0,12.0,6.0
366,1129.0,W,6-0 6-4,2.0,12.0,4.0
366,278.0,W,6-3 6-4,2.0,12.0,7.0
366,268.0,L,5-7 1-6,2.0,6.0,13.0
367,1412.0,L,0-6 1-6,2.0,1.0,12.0
367,1499.0,W,3-6 6-1 6-2,3.0,15.0,9.0
367,1521.0,W,6-3 6-1,2.0,12.0,4.0
367,186.0,L,3-6 3-6,2.0,6.0,12.0
367,934.0,W,6-1 6-2,2.0,12.0,3.0
367,199.0,L,4-6 1-6,2.0,5.0,12.0
367,845.0,W,6-4 7-5,2.0,13.0,9.0
367,73.0,L,5-7 3-6,2.0,8.0,13.0
367,775.0,W,3-6 6-4 6-3,3.0,15.0,13.0
367,88.0,L,3-6 4-6,2.0,7.0,12.0
369,896.0,W,6-4 6-2,2.0,12.0,6.0
369,1537.0,W,7-5 7-5,2.0,14.0,10.0
369,370.0,L,3-6 3-6,2.0,6.0,12.0
369,1331.0,W,6-3 6-2,2.0,12.0,5.0
369,529.0,W,6-4 6-4,2.0,12.0,8.0
369,158.0,L,1-6 6-1 0-6,3.0,7.0,13.0
369,1538.0,L,6-4 3-6 1-6,3.0,10.0,16.0
369,741.0,W,6-3 6-4,2.0,12.0,7.0
369,939.0,W,6-1 6-1,2.0,12.0,2.0
369,485.0,W,4-6 6-3 6-2,3.0,16.0,11.0
369,336.0,L,5-7 7-6 0-6,3.0,12.0,19.0
370,607.0,W,6-3 6-3,2.0,12.0,6.0
370,207.0,W,7-6 6-4,3.0,13.0,10.0
370,369.0,W,6-3 6-3,2.0,12.0,6.0
370,415.0,W,6-4 7-6,2.0,13.0,10.0
370,292.0,W,6-4 6-2,2.0,12.0,6.0
370,477.0,L,5-7 1-6,2.0,6.0,13.0
370,906.0,W,6-4 6-1,2.0,12.0,5.0
370,607.0,W,6-2 7-5,2.0,13.0,7.0
370,446.0,W,6-2 6-1,2.0,12.0,3.0
370,299.0,W,6-3 2-6 6-4,3.0,14.0,13.0
370,336.0,L,2-6 4-6,2.0,6.0,12.0
371,338.0,L,4-6 3-6,2.0,7.0,12.0
371,1786.0,W,6-1 6-0,2.0,12.0,1.0
371,613.0,W,6-4 7-5,2.0,13.0,9.0
371,66.0,L,0-6 3-6,2.0,3.0,12.0
371,154.0,L,4-6 4-6,2.0,8.0,12.0
371,637.0,L,1-6 4-6,2.0,5.0,12.0
372,79.0,L,3-6 1-6,2.0,4.0,12.0
372,547.0,U,1-6 7-6,2.0,8.0,12.0
372,78.0,L,2-6 0-6,2.0,2.0,12.0
372,,W,6-2 6-1,2.0,12.0,3.0
372,244.0,W,7-6 6-3,2.0,13.0,9.0
372,339.0,L,3-6 5-7,2.0,8.0,13.0
372,600.0,U,6-2,1.0,6.0,2.0
372,834.0,W,6-3 7-6,2.0,13.0,9.0
372,638.0,L,2-6 6-3 1-6,3.0,9.0,15.0
373,410.0,L,3-6 3-6,2.0,6.0,12.0
373,62.0,L,1-6 2-6,2.0,3.0,12.0
373,71.0,L,2-6 3-6,2.0,5.0,12.0
376,2290.0,W,6-0 6-2,2.0,12.0,2.0
376,1939.0,W,6-1 6-0,2.0,12.0,1.0
376,1147.0,W,6-1 7-6,2.0,13.0,7.0
376,1289.0,W,6-3 6-4,2.0,12.0,7.0
376,1677.0,W,6-2 6-2,2.0,12.0,4.0
376,1332.0,W,6-3 6-3,2.0,12.0,6.0
376,1450.0,W,6-2 6-2,2.0,12.0,4.0
376,1078.0,W,6-4 6-4,2.0,12.0,8.0
376,2768.0,W,6-2 6-2,2.0,12.0,4.0
376,1614.0,W,6-4 6-1,2.0,12.0,5.0
376,1137.0,W,6-3 6-2,2.0,12.0,5.0
376,415.0,L,1-6 6-7,2.0,7.0,13.0
376,,W,6-3 6-0,2.0,12.0,3.0
376,2121.0,W,6-2 6-0,2.0,12.0,2.0
376,1553.0,W,6-1 6-2,2.0,12.0,3.0
376,446.0,L,4-6 3-6,2.0,7.0,12.0
376,,W,6-2 6-1,2.0,12.0,3.0
376,61.0,L,1-6 0-6,2.0,1.0,12.0
376,1987.0,W,6-2 6-1,2.0,12.0,3.0
376,249.0,L,3-6 2-6,2.0,5.0,12.0
376,,W,6-0 6-2,2.0,12.0,2.0
376,1640.0,W,6-4 4-6 6-4,3.0,16.0,14.0
376,346.0,L,4-6 0-6,2.0,4.0,12.0
376,2594.0,W,6-1 6-3,2.0,12.0,4.0
376,939.0,L,1-6 4-6,2.0,5.0,12.0
376,893.0,L,3-6 4-6,2.0,7.0,12.0
376,950.0,W,6-3 6-0,2.0,12.0,3.0
376,854.0,L,3-6 5-7,2.0,8.0,13.0
376,1492.0,W,6-1 6-3,2.0,12.0,4.0
376,828.0,L,4-6 7-5 3-6,3.0,14.0,17.0
377,,W,6-0 6-2,2.0,12.0,2.0
377,78.0,L,2-6 2-6,2.0,4.0,12.0
377,236.0,L,0-6 1-6,2.0,1.0,12.0
377,351.0,L,1-6 3-6,2.0,4.0,12.0
377,1431.0,W,1-6 7-6 6-1,3.0,14.0,13.0
377,388.0,W,6-0 0-6 6-3,3.0,12.0,9.0
377,85.0,L,6-0 2-6 0-6,3.0,8.0,12.0
377,,W,6-0 6-0,2.0,12.0,0.0
377,859.0,W,7-5 6-1,2.0,13.0,6.0
377,127.0,L,4-6 2-6,2.0,6.0,12.0
377,365.0,L,1-6 0-6,2.0,1.0,12.0
377,199.0,W,6-1 3-6 7-5,3.0,16.0,12.0
377,566.0,W,6-3 6-0,2.0,12.0,3.0
377,334.0,L,5-7 6-4 5-7,3.0,16.0,18.0
377,1604.0,U,0-6 0-2,2.0,0.0,8.0
378,1556.0,W,6-1 6-0,2.0,12.0,1.0
378,829.0,L,3-6 1-6,2.0,4.0,12.0
378,1939.0,W,6-4 7-6,2.0,13.0,10.0
378,2009.0,W,6-3 6-1,2.0,12.0,4.0
378,602.0,L,1-6 4-6,2.0,5.0,12.0
378,1454.0,W,6-2 7-5,2.0,13.0,7.0
378,1003.0,W,6-2 6-0,2.0,12.0,2.0
378,594.0,W,6-2 7-6,2.0,13.0,8.0
378,328.0,L,6-3 6-7,3.0,12.0,10.0
378,1632.0,L,4-6 4-6,2.0,8.0,12.0
378,2594.0,W,6-1 3-6 7-6,3.0,16.0,13.0
378,242.0,L,4-6 6-7,2.0,10.0,13.0
378,,W,6-0 6-3,2.0,12.0,3.0
378,1079.0,W,6-2 6-2,2.0,12.0,4.0
378,690.0,W,6-2 7-6,2.0,13.0,8.0
378,813.0,W,6-7 6-0 6-3,3.0,18.0,10.0
378,425.0,L,6-7 0-6,2.0,6.0,13.0
378,,W,1-6 6-1 6-2,3.0,13.0,9.0
378,1224.0,W,6-4 6-4,2.0,12.0,8.0
378,690.0,L,6-7 4-6,2.0,10.0,13.0
378,1003.0,W,6-2 6-2,2.0,12.0,4.0
378,2290.0,W,6-1 6-2,2.0,12.0,3.0
378,1349.0,W,6-2 6-3,2.0,12.0,5.0
378,585.0,W,6-3 6-0,2.0,12.0,3.0
378,631.0,W,6-3 4-6 6-4,3.0,16.0,13.0
378,979.0,W,7-5 6-1,2.0,13.0,6.0
378,1372.0,W,6-4 6-4,2.0,12.0,8.0
378,323.0,L,2-6 2-6,2.0,4.0,12.0
379,1162.0,W,6-0 6-4,2.0,12.0,4.0
379,299.0,L,4-6 5-7,2.0,9.0,13.0
379,,W,6-0 6-0,2.0,12.0,0.0
379,893.0,W,7-6 6-1,2.0,13.0,7.0
379,332.0,W,7-5 2-6 7-6,3.0,16.0,17.0
379,456.0,W,2-6 6-2 7-6,3.0,15.0,14.0
379,469.0,W,6-1 7-5,2.0,13.0,6.0
379,242.0,L,5-7 4-6,2.0,9.0,13.0
379,,W,6-2 6-0,2.0,12.0,2.0
379,1496.0,W,6-2 7-5,2.0,13.0,7.0
379,260.0,L,5-7 1-6,2.0,6.0,13.0
379,1658.0,W,6-4 6-3,2.0,12.0,7.0
379,1484.0,W,6-3 6-2,2.0,12.0,5.0
379,332.0,L,3-6 4-6,2.0,7.0,12.0
380,,L,3-6 5-7,2.0,8.0,13.0
380,1544.0,L,4-6 2-6,2.0,6.0,12.0
380,1596.0,W,6-2 4-6 6-2,3.0,16.0,10.0
380,304.0,L,6-4 1-6 0-6,3.0,7.0,16.0
380,874.0,W,6-3 7-6,2.0,13.0,9.0
380,507.0,W,6-2 6-3,2.0,12.0,5.0
380,843.0,W,7-6 6-2,2.0,13.0,8.0
380,392.0,W,6-3 6-4,2.0,12.0,7.0
380,247.0,L,1-6 1-6,2.0,2.0,12.0
380,1719.0,W,2-6 7-6 6-3,3.0,15.0,15.0
380,587.0,L,4-6 0-6,2.0,4.0,12.0
380,1312.0,L,3-6 7-5 0-6,3.0,10.0,17.0
381,1121.0,W,3-6 7-5 7-5,3.0,17.0,16.0
381,763.0,W,7-6 6-3,2.0,13.0,9.0
381,556.0,W,6-1 7-6,2.0,13.0,7.0
381,751.0,W,6-2 6-2,2.0,12.0,4.0
381,114.0,L,3-6 2-6,2.0,5.0,12.0
381,1251.0,W,6-4 6-7 6-2,3.0,18.0,13.0
381,1041.0,W,6-3 6-0,2.0,12.0,3.0
381,1640.0,W,6-2 6-0,2.0,12.0,2.0
381,695.0,L,6-4 2-6 1-6,3.0,9.0,16.0
381,1146.0,W,6-1 6-3,2.0,12.0,4.0
381,1678.0,W,3-6 7-5 6-4,3.0,16.0,15.0
381,948.0,W,7-5 6-1,2.0,13.0,6.0
381,949.0,W,6-2 7-6,2.0,13.0,8.0
381,478.0,L,3-6 4-6,2.0,7.0,12.0
381,2768.0,W,6-2 6-1,2.0,12.0,3.0
381,1691.0,W,6-3 6-3,2.0,12.0,6.0
381,1141.0,W,6-0 7-5,2.0,13.0,5.0
381,513.0,W,6-3 6-3,2.0,12.0,6.0
381,478.0,L,2-6 5-7,2.0,7.0,13.0
381,1826.0,L,6-7 6-2 [10-12],3.0,22.0,21.0
381,,W,7-6 6-3,2.0,13.0,9.0
381,1418.0,W,6-3 7-5,2.0,13.0,8.0
381,697.0,L,4-6 3-6,2.0,7.0,12.0
381,867.0,L,4-6 1-6,2.0,5.0,12.0
381,1172.0,W,6-3 6-4,2.0,12.0,7.0
381,591.0,L,4-6 6-1 3-6,3.0,13.0,13.0
382,965.0,L,3-6 6-1 4-6,3.0,13.0,13.0
382,1632.0,W,3-6 6-1 6-4,3.0,15.0,11.0
382,237.0,W,7-5 6-2,2.0,13.0,7.0
382,163.0,L,6-7 7-5 5-7,3.0,18.0,19.0
383,,W,7-5 6-4,2.0,13.0,9.0
383,2412.0,,,,0.0,0.0
383,1553.0,W,6-0 6-1,2.0,12.0,1.0
383,1017.0,W,6-1 3-6 6-4,3.0,15.0,11.0
383,1078.0,L,6-1 1-6 4-6,3.0,11.0,13.0
383,,W,6-1 6-2,2.0,12.0,3.0
383,1439.0,W,6-2 6-0,2.0,12.0,2.0
383,1201.0,W,6-0 7-5,2.0,13.0,5.0
383,1604.0,W,6-1 6-3,2.0,12.0,4.0
383,446.0,L,6-4 5-7 3-6,3.0,14.0,17.0
383,2768.0,W,6-1 1-6 6-1,3.0,13.0,8.0
383,1077.0,L,6-7 3-6,2.0,9.0,13.0
383,,W,6-4 6-2,2.0,12.0,6.0
383,276.0,L,2-6 4-6,2.0,6.0,12.0
383,,W,6-2 6-0,2.0,12.0,2.0
383,2009.0,W,6-1 6-0,2.0,12.0,1.0
383,1303.0,W,6-4 6-2,2.0,12.0,6.0
383,346.0,L,1-6 3-6,2.0,4.0,12.0
383,1659.0,W,6-2 2-6 6-4,3.0,14.0,12.0
383,1075.0,W,6-1 6-2,2.0,12.0,3.0
383,684.0,W,6-3 6-4,2.0,12.0,7.0
383,346.0,L,3-6 4-6,2.0,7.0,12.0
383,2412.0,W,6-2 6-0,2.0,12.0,2.0
383,854.0,W,6-1 6-4,2.0,12.0,5.0
383,704.0,L,1-6 2-6,2.0,3.0,12.0
383,787.0,W,7-6,2.0,7.0,6.0
383,446.0,L,7-6 1-6 2-6,3.0,10.0,18.0
383,787.0,L,4-6 3-6,2.0,7.0,12.0
384,397.0,L,6-7 3-6,2.0,9.0,13.0
384,639.0,W,7-5 6-2,2.0,13.0,7.0
384,592.0,L,6-2 3-6 3-6,3.0,12.0,14.0
384,1299.0,W,6-2 6-1,2.0,12.0,3.0
384,823.0,W,3-6 6-4 7-5,3.0,16.0,15.0
384,436.0,L,5-7 6-3 4-6,3.0,15.0,16.0
384,419.0,W,6-1 6-1,2.0,12.0,2.0
384,1028.0,W,6-3 6-2,2.0,12.0,5.0
384,823.0,W,3-6 6-2 6-1,3.0,15.0,9.0
384,436.0,W,7-5 6-1,2.0,13.0,6.0
384,278.0,W,6-4 3-6 7-5,3.0,16.0,15.0
385,1875.0,W,6-3 6-3,2.0,12.0,6.0
385,997.0,W,6-4 6-1,2.0,12.0,5.0
385,328.0,L,6-4 2-6 3-6,3.0,11.0,16.0
386,206.0,W,6-2 4-6 7-5,3.0,17.0,13.0
386,551.0,L,4-6 1-6,2.0,5.0,12.0
386,,W,6-1 6-1,2.0,12.0,2.0
386,1880.0,W,6-7 6-2 6-2,3.0,18.0,11.0
386,2009.0,W,6-4 6-3,2.0,12.0,7.0
386,768.0,W,7-5 6-2,2.0,13.0,7.0
386,545.0,W,7-5 6-2,2.0,13.0,7.0
386,398.0,W,6-2 6-4,2.0,12.0,6.0
386,2768.0,W,6-3 6-0,2.0,12.0,3.0
386,297.0,L,4-6 1-6,2.0,5.0,12.0
386,837.0,W,6-0 6-4,2.0,12.0,4.0
386,127.0,L,4-6 0-6,2.0,4.0,12.0
386,885.0,W,6-2 6-4,2.0,12.0,6.0
386,88.0,L,3-6 7-6 2-6,3.0,12.0,18.0
387,140.0,L,4-6 2-6,2.0,6.0,12.0
387,598.0,W,7-6 6-4,2.0,13.0,10.0
387,343.0,L,5-7 0-6,2.0,5.0,13.0
387,583.0,W,3-6 7-6 6-0,3.0,16.0,12.0
387,554.0,W,7-5 7-6,2.0,14.0,11.0
387,598.0,W,6-3 6-4,2.0,12.0,7.0
387,280.0,L,3-6 2-6,2.0,5.0,12.0
387,163.0,L,2-6 3-6,2.0,5.0,12.0
387,1002.0,W,6-2 6-2,2.0,12.0,4.0
387,1798.0,W,6-1 6-1,2.0,12.0,2.0
387,876.0,W,6-2 6-4,2.0,12.0,6.0
387,1189.0,U,6-0 2-0,2.0,8.0,0.0
387,463.0,W,7-6 6-4,2.0,13.0,10.0
387,656.0,W,6-3 6-2,2.0,12.0,5.0
387,237.0,W,7-6 6-4,2.0,13.0,10.0
387,176.0,L,4-6 4-6,2.0,8.0,12.0
387,1239.0,W,6-3 7-5,2.0,13.0,8.0
387,271.0,L,7-6 3-6 3-6,3.0,13.0,18.0
387,174.0,L,4-6 6-7,2.0,10.0,13.0
387,,U,6-0,1.0,6.0,0.0
387,521.0,W,7-5 6-3,2.0,13.0,8.0
387,121.0,W,6-3 6-3,2.0,12.0,6.0
387,140.0,L,2-6 2-6,2.0,4.0,12.0
387,1172.0,W,6-2 6-3,2.0,12.0,5.0
387,140.0,L,4-6 3-6,2.0,7.0,12.0
388,281.0,W,4-6 7-6 6-4,3.0,17.0,16.0
388,377.0,L,0-6 6-0 3-6,3.0,9.0,12.0
388,,W,6-0 6-3,2.0,12.0,3.0
388,1507.0,W,6-3 6-1,2.0,12.0,4.0
388,350.0,L,6-3 5-7 3-6,3.0,14.0,16.0
388,209.0,L,5-7 0-6,2.0,5.0,13.0
388,,W,7-5 6-3,2.0,13.0,8.0
388,903.0,L,4-6 3-6,2.0,7.0,12.0
389,638.0,L,6-4 1-6 5-7,3.0,12.0,17.0
390,1215.0,W,6-1 6-2,2.0,12.0,3.0
390,198.0,W,7-5 7-6,2.0,14.0,11.0
390,394.0,L,6-7 6-4 2-6,3.0,14.0,17.0
390,124.0,L,6-7,2.0,6.0,7.0
390,1132.0,W,6-2 6-2,2.0,12.0,4.0
390,173.0,L,2-6 2-6,2.0,4.0,12.0
390,,W,6-3 5-7 6-2,3.0,17.0,12.0
390,422.0,L,4-6 6-2 1-6,3.0,11.0,14.0
390,215.0,W,7-5 7-6,2.0,14.0,11.0
390,135.0,L,6-4 2-6 1-6,3.0,9.0,16.0
391,360.0,W,6-3 6-3,2.0,12.0,6.0
391,242.0,U,3-6 1-2,2.0,4.0,8.0
391,993.0,W,6-3 6-4,2.0,12.0,7.0
391,587.0,W,6-3 7-5,2.0,13.0,8.0
391,219.0,L,3-6 1-6,2.0,4.0,12.0
391,114.0,W,6-3 7-6,2.0,13.0,9.0
391,1074.0,W,6-1 6-2,2.0,12.0,3.0
391,233.0,W,6-4 6-3,2.0,12.0,7.0
391,88.0,L,6-7 3-6,2.0,9.0,13.0
392,2087.0,W,6-2 6-0,2.0,12.0,2.0
392,920.0,W,6-0 6-2,2.0,12.0,2.0
392,304.0,L,6-7,2.0,6.0,7.0
392,1164.0,W,3-6 6-2 6-2,3.0,15.0,10.0
392,1474.0,W,6-0 6-2,2.0,12.0,2.0
392,920.0,L,2-6 6-0 6-7,3.0,14.0,13.0
392,845.0,W,6-2 6-2,2.0,12.0,4.0
392,144.0,L,5-7 6-4 1-6,3.0,12.0,17.0
392,473.0,L,3-6 6-3 4-6,3.0,13.0,15.0
392,2594.0,W,7-5 6-1,2.0,13.0,6.0
392,1126.0,W,6-1 6-2,2.0,12.0,3.0
392,221.0,W,1-6 7-5 6-1,3.0,14.0,12.0
392,380.0,L,3-6 4-6,2.0,7.0,12.0
392,283.0,L,4-6 5-7,2.0,9.0,13.0
393,1798.0,W,6-3 6-2,2.0,12.0,5.0
393,1276.0,W,6-3 6-4,2.0,12.0,7.0
393,868.0,W,6-4 6-3,2.0,12.0,7.0
393,1320.0,W,6-1 6-1,2.0,12.0,2.0
393,1322.0,W,6-4 6-1,2.0,12.0,5.0
393,2393.0,W,6-4 6-1,2.0,12.0,5.0
393,2768.0,W,7-6 6-1,2.0,13.0,7.0
393,556.0,L,4-6 2-6,2.0,6.0,12.0
393,,W,6-0 6-0,2.0,12.0,0.0
393,,W,6-1 6-0,2.0,12.0,1.0
393,2009.0,W,6-3 6-4,2.0,12.0,7.0
393,482.0,W,6-2 6-1,2.0,12.0,3.0
393,424.0,W,6-1 6-2,2.0,12.0,3.0
393,166.0,L,3-6 7-6 5-7,3.0,15.0,19.0
394,38.0,L,7-5 6-7 4-6,3.0,17.0,18.0
394,326.0,W,6-4 6-4,2.0,12.0,8.0
394,611.0,L,0-6 4-6,2.0,4.0,12.0
394,2682.0,W,6-3 6-1,2.0,12.0,4.0
394,2290.0,W,6-2 6-4,2.0,12.0,6.0
394,954.0,W,4-6 7-6 6-2,3.0,17.0,14.0
394,1153.0,L,6-7 6-3 4-6,3.0,16.0,16.0
395,,W,6-2 6-0,2.0,12.0,2.0
395,,W,6-4 6-1,2.0,12.0,5.0
395,13.0,W,7-5 6-2,2.0,13.0,7.0
395,73.0,L,6-1 3-6 2-6,3.0,11.0,13.0
396,1629.0,W,6-2 7-6,2.0,13.0,8.0
396,1796.0,W,6-1 6-1,2.0,12.0,2.0
396,1243.0,W,6-2 6-2,2.0,12.0,4.0
396,635.0,W,6-3 6-2,2.0,12.0,5.0
396,520.0,W,7-5 6-2,2.0,13.0,7.0
396,1156.0,W,6-3 6-4,2.0,12.0,7.0
396,571.0,W,6-1 6-2,2.0,12.0,3.0
396,200.0,L,6-7 5-7,2.0,11.0,14.0
396,1137.0,W,6-2 6-4,2.0,12.0,6.0
396,469.0,L,6-7 1-6,2.0,7.0,13.0
396,1632.0,W,6-3 6-3,2.0,12.0,6.0
396,2412.0,W,6-4 3-6 6-1,3.0,15.0,11.0
396,1162.0,W,6-0 6-4,2.0,12.0,4.0
396,323.0,L,6-2 1-6 3-6,3.0,10.0,14.0
396,,W,6-0 6-2,2.0,12.0,2.0
396,1987.0,W,6-1 6-3,2.0,12.0,4.0
396,1151.0,W,6-1 6-1,2.0,12.0,2.0
396,332.0,L,3-6 4-6,2.0,7.0,12.0
396,,W,6-2 6-2,2.0,12.0,4.0
396,1008.0,L,1-6 6-7,2.0,7.0,13.0
397,1146.0,W,6-3 6-0,2.0,12.0,3.0
397,,W,6-2 6-2,2.0,12.0,4.0
397,750.0,W,6-7 6-3 6-2,3.0,18.0,12.0
397,681.0,,,,0.0,0.0
397,384.0,W,7-6 6-3,2.0,13.0,9.0
397,265.0,L,6-2 3-6 5-7,3.0,14.0,15.0
397,301.0,L,6-4 6-7 2-6,3.0,14.0,17.0
397,913.0,L,2-6 6-4 4-6,3.0,12.0,16.0
397,126.0,L,6-4 3-6 0-6,3.0,9.0,16.0
397,165.0,L,3-6 5-7,2.0,8.0,13.0
398,901.0,W,6-0 6-2,2.0,12.0,2.0
398,209.0,L,6-4 3-6 6-7,3.0,15.0,17.0
398,1845.0,W,6-3 7-5,2.0,13.0,8.0
398,1416.0,W,6-1 6-0,2.0,12.0,1.0
398,1102.0,W,6-1 6-4,2.0,12.0,5.0
398,352.0,W,3-6 6-3 6-2,3.0,15.0,11.0
398,880.0,W,6-4 6-1,2.0,12.0,5.0
398,386.0,L,2-6 4-6,2.0,6.0,12.0
398,2195.0,W,6-1 6-2,2.0,12.0,3.0
398,613.0,W,2-6 6-4 6-0,3.0,14.0,10.0
398,135.0,L,4-6 4-6,2.0,8.0,12.0
398,2594.0,W,6-1 6-2,2.0,12.0,3.0
398,654.0,W,6-4 6-3,2.0,12.0,7.0
398,458.0,W,7-5 7-6,2.0,14.0,11.0
398,71.0,W,7-5 6-1,2.0,13.0,6.0
398,592.0,W,6-1 3-6 6-3,3.0,15.0,10.0
398,49.0,L,6-3 0-6 3-6,3.0,9.0,15.0
400,599.0,L,6-7,2.0,6.0,7.0
400,838.0,W,6-1 6-4,2.0,12.0,5.0
400,1128.0,W,6-3 6-2,2.0,12.0,5.0
400,913.0,U,6-7 4-0,2.0,10.0,7.0
400,278.0,W,6-3 6-4,2.0,12.0,7.0
400,548.0,W,7-5 6-4,2.0,13.0,9.0
400,878.0,W,6-7 6-2 6-4,3.0,18.0,13.0
400,2412.0,W,6-1 6-2,2.0,12.0,3.0
400,1001.0,W,6-1 7-5,2.0,13.0,6.0
400,481.0,L,2-6 2-6,2.0,4.0,12.0
400,72.0,L,4-6 2-6,2.0,6.0,12.0
400,1578.0,W,6-3 7-5,2.0,13.0,8.0
400,419.0,W,7-5 6-0,2.0,13.0,5.0
400,831.0,L,6-3 5-7 1-6,3.0,12.0,16.0
400,473.0,W,7-5 6-1,2.0,13.0,6.0
400,150.0,L,3-6 4-6,2.0,7.0,12.0
400,1585.0,L,7-6 3-6 0-6,3.0,10.0,18.0
401,2239.0,W,6-1 6-0,2.0,12.0,1.0
401,988.0,W,7-5 6-3,2.0,13.0,8.0
401,649.0,W,6-3 7-5,2.0,13.0,8.0
401,901.0,L,4-6 0-6,2.0,4.0,12.0
401,2768.0,W,6-0 6-2,2.0,12.0,2.0
401,1498.0,W,6-0 6-2,2.0,12.0,2.0
401,717.0,W,6-0 6-0,2.0,12.0,0.0
401,988.0,W,6-2 6-2,2.0,12.0,4.0
401,649.0,W,7-6 6-3,2.0,13.0,9.0
401,913.0,W,7-6 6-1,2.0,13.0,7.0
401,1081.0,W,6-2 6-1,2.0,12.0,3.0
401,852.0,W,6-1 7-5,2.0,13.0,6.0
401,1517.0,W,6-3 6-3,2.0,12.0,6.0
401,603.0,W,6-4 6-0,2.0,12.0,4.0
402,1889.0,W,6-1 6-2,2.0,12.0,3.0
402,2195.0,W,6-4 6-4,2.0,12.0,8.0
402,859.0,W,6-3 6-4,2.0,12.0,7.0
402,618.0,W,6-4 6-1,2.0,12.0,5.0
402,1019.0,W,6-7 6-2 6-4,3.0,18.0,13.0
402,525.0,W,6-3 6-2,2.0,12.0,5.0
402,1413.0,W,6-4 6-3,2.0,12.0,7.0
402,462.0,L,6-3 4-6 4-6,3.0,14.0,15.0
402,,W,6-1 6-0,2.0,12.0,1.0
402,1396.0,W,6-4 2-6 6-2,3.0,14.0,12.0
402,1553.0,W,6-2 6-2,2.0,12.0,4.0
402,345.0,W,6-4 7-5,2.0,13.0,9.0
402,307.0,L,5-7 1-6,2.0,6.0,13.0
402,914.0,W,6-3 3-6 6-4,3.0,15.0,13.0
402,1727.0,W,6-2 7-6,2.0,13.0,8.0
402,720.0,W,6-3 2-6 6-4,3.0,14.0,13.0
402,170.0,W,6-2 7-5,2.0,13.0,7.0
402,297.0,W,7-6,2.0,7.0,6.0
402,127.0,L,7-5 2-6 4-6,3.0,13.0,17.0
402,1263.0,W,6-1 6-1,2.0,12.0,2.0
402,315.0,W,6-1 6-1,2.0,12.0,2.0
402,297.0,W,4-6 6-0 7-5,3.0,17.0,11.0
402,555.0,W,6-4 6-2,2.0,12.0,6.0
402,150.0,L,4-6 4-6,2.0,8.0,12.0
403,726.0,W,7-6 1-6 6-2,3.0,14.0,14.0
403,699.0,U,2-6 1-4,2.0,3.0,10.0
403,,W,6-3 6-2,2.0,12.0,5.0
403,1865.0,W,5-7 7-6 7-5,3.0,19.0,18.0
403,877.0,W,4-6 6-4 6-2,3.0,16.0,12.0
403,1153.0,W,6-2 6-1,2.0,12.0,3.0
403,537.0,W,6-2 6-2,2.0,12.0,4.0
404,,W,6-1 6-0,2.0,12.0,1.0
404,2139.0,W,6-2 6-3,2.0,12.0,5.0
404,1479.0,W,6-3 6-3,2.0,12.0,6.0
404,520.0,W,5-7 6-2 7-6,3.0,18.0,15.0
404,332.0,L,6-4 5-7 6-7,3.0,17.0,18.0
404,,W,6-0 6-0,2.0,12.0,0.0
404,1151.0,W,6-1 6-0,2.0,12.0,1.0
404,635.0,W,6-4 6-3,2.0,12.0,7.0
404,647.0,W,6-1 6-3,2.0,12.0,4.0
404,332.0,L,4-6 2-6,2.0,6.0,12.0
405,2594.0,W,6-4 7-6,2.0,13.0,10.0
405,335.0,L,1-6 1-6,2.0,2.0,12.0
405,1640.0,L,6-2 3-6 4-6,3.0,13.0,14.0
406,674.0,W,4-6 6-1 7-5,3.0,17.0,12.0
406,1391.0,W,6-1 6-0,2.0,12.0,1.0
406,648.0,W,6-4 6-1,2.0,12.0,5.0
406,193.0,L,2-6 2-6,2.0,4.0,12.0
